Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
12820,Ugweri Disp,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,RUNYENJES,runyenjes,KAGAARI SOUTH,Operational,No,No,No,No,,Yes,Yes,No
16653,Itheng'eli Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,MIGWANI,Operational,No,No,No,No,,Yes,Yes,No
14946,Kitalale Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,SABOTI,saboti,KINYORO,Operational,No,No,No,No,,Yes,Yes,No
14183,AAR Nakuru Clinic,,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Institution,0,0,NAKURU,BAHATI,nakuru north,KIAMAINA,Operational,No,No,Yes,No,,Yes,Yes,No
12613,Muusini Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MWALA,mwala,MASII,Operational,No,No,No,No,,Yes,Yes,No
13566,Getare Health Centre(Manga),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,NYAMIRA,KITUTU MASABA,manga,KAMERA,Operational,No,No,No,No,,Yes,Yes,No
14213,Arimi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,MOLO,molo,ELBURGON,Operational,No,No,No,No,,Yes,Yes,No
14142,Taracha Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,NYARIBARI CHACHE,nyaribari chache,BIRONGO,Operational,No,No,No,No,,Yes,Yes,No
16655,Kiomo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,KIOMO/KYETHANI,Operational,No,No,No,No,,Yes,Yes,No
12447,Mailiari Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA WEST,tigania west,KIANJAI,Operational,No,No,No,No,,Yes,Yes,No
12171,Kangalu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui central,MULANGO,Operational,No,No,No,No,,Yes,Yes,No
12851,Yakalia Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui central,MULANGO,Operational,No,No,No,No,,Yes,Yes,No
11537,Magodzoni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,MATUGA,matuga,TIWI,Operational,No,No,No,No,,Yes,Yes,No
14141,Tamu Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,9,0,KISUMU,MUHORONI,muhoroni,CHEMELIL,Operational,No,No,Yes,No,,Yes,Yes,No
13478,Aneko Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,NYATIKE,nyatike sub county,GOT KACHOLA,Operational,No,No,No,No,,Yes,Yes,No
11930,Anona Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,SOLOLO,Operational,No,No,No,No,,Yes,Yes,No
14481,Eureka Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,TURKANA,TURKANA WEST,turkana west,LOKICHOGGIO,Operational,No,No,No,No,,Yes,Yes,No
12611,Mutyangome Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KITUI,MWINGI CENTRAL,mwingi central,NUU,Operational,No,No,No,No,,Yes,Yes,No
12531,Mitamisyi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI NORTH,mwingi north,NGOMENI,Operational,No,No,No,No,,Yes,Yes,No
12534,Mitunguu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,MITUNGUU,Operational,No,No,No,No,,Yes,Yes,No
11999,Elgade Dispensary,,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MARSABIT,NORTH HORR,north horr,MAIKONA,Operational,No,No,No,No,,Yes,Yes,No
14200,Amboseli Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KAJIADO,KAJIADO SOUTH,loitokitok,KIMANA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12540,Modogashe Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ISIOLO,ISIOLO SOUTH,garbatulla,SERICHO,Operational,No,No,Yes,No,,Yes,Yes,No
14207,Annex Hospital (Nakuru),,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,60,22,NAKURU,BAHATI,nakuru north,KIAMAINA,Operational,Yes,No,Yes,No,,Yes,Yes,No
14909,Kipsaiya Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,MARAKWET WEST,marakwet west,KAPSOWAR,Operational,No,No,No,No,,Yes,Yes,No
12361,Kithunguriri Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,RUGURU-NGANDORI,Operational,No,No,No,No,,Yes,Yes,No
13224,St Philips Health Centre,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,EMBAKASI NORTH,embakasi north,KARIOBANGI NORTH,Operational,No,No,No,No,,Yes,Yes,No
15856,Chesikaki Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,Cheptais,CHESIKAKI,Operational,No,No,No,No,,Yes,Yes,No
13504,Bogwendo Health Centre(Manga),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,1,0,NYAMIRA,KITUTU MASABA,manga,MAGOMBO,Operational,No,No,No,No,,Yes,Yes,No
12412,Kyawango Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,9,2,MACHAKOS,MWALA,mwala,MAKUTANO/MWALA,Operational,No,No,No,No,,Yes,Yes,No
12057,Heillu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,HEILLU/MANYATTA,Operational,No,No,No,No,,Yes,Yes,No
13786,Masongo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,NYARIBARI CHACHE,nyaribari chache,KISII CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
16391,Korao Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,KURESOI SOUTH,kuresoi south,TINET,Operational,No,No,No,No,,Yes,Yes,No
12317,Kimutwa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MACHAKOS TOWN,machakos,MUVUTI/KIIMA-KIMWE,Operational,No,No,No,No,,Yes,Yes,No
12687,Nzaini Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MACHAKOS TOWN,machakos,KOLA,Operational,No,No,No,No,,Yes,Yes,No
13561,Gesure Dispensary (Sameta),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOBASI,bobasi,BOBASI CHACHE,Operational,No,No,No,No,,Yes,Yes,No
11967,Charuru Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA EAST,tigania east,MUTHARA,Operational,No,No,No,No,,Yes,Yes,No
11247,Bargoni Nys Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,LAMU,LAMU WEST,lamu west,HINDI,Operational,No,No,No,No,,Yes,Yes,No
13994,Orwaki Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,BOMWAGAMO,Operational,No,No,No,No,,Yes,Yes,No
12083,Ilalambyu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,MIGWANI,Operational,No,No,No,No,,Yes,Yes,No
14151,Tombe Health Centre (Manga),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,NYAMIRA,KITUTU MASABA,manga,MANGA,Operational,No,No,No,No,,Yes,Yes,No
13684,Kiangoso Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,NYAMIRA,KITUTU MASABA,manga,MAGOMBO,Operational,No,No,No,No,,Yes,Yes,No
13963,Ogango Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,NYAMIRA,KITUTU MASABA,manga,MANGA,Operational,No,No,No,No,,Yes,Yes,No
11306,Didewaride Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,LAMU,LAMU WEST,lamu west,HONGWE,Operational,No,No,No,No,,Yes,Yes,No
13562,Gesure Health Centre (Manga),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,1,0,NYAMIRA,KITUTU MASABA,manga,MANGA,Operational,No,No,No,No,,Yes,Yes,No
15577,Simotwo Dispensary (Eldoret East),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,MOIBEN,moiben,MOIBEN,Operational,No,No,No,No,,Yes,Yes,No
15985,Madende Health Centre,,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,24,0,BUSIA,NAMBALE,nambale,BUKHAYO EAST,Operational,Yes,No,No,No,,Yes,Yes,No
15673,State House Dispensary (Nakuru),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,NAKURU TOWN EAST,nakuru east,BIASHARA,Operational,No,No,No,No,,Yes,Yes,No
13642,Kageno Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya MPDB - Private Practice,0,0,HOMA BAY,MBITA,mbita,KASGUNGA,Operational,No,No,No,No,,Yes,Yes,No
12085,Ilika Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI RURAL,kitui rural,KWAVONZA/YATTA,Operational,No,No,No,No,,Yes,Yes,No
13920,Nyandiwa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,HOMA BAY,SUBA,suba,GWASSI NORTH,Operational,No,No,No,No,,Yes,Yes,No
15826,Bumutiru Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUSIA,BUTULA,butula,KINGANDOLE,Operational,No,No,No,No,,Yes,Yes,No
15840,Bwaliro Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUSIA,BUTULA,butula,ELUGULU,Operational,No,No,No,No,,Yes,Yes,No
13172,Ruaraka Clinic,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAIROBI,KASARANI,kasarani,KASARANI,Operational,No,No,No,No,,Yes,Yes,No
13729,Kwoyo Kodalo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MIGORI,AWENDO,awendo sub county,NORTH SAKWA,Operational,No,No,No,No,,Yes,Yes,No
14165,Uyawi Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,SIAYA,BONDO,bondo,CENTRAL SAKWA,Operational,No,No,No,No,,Yes,Yes,No
12655,Ngongoni Dispensary (Mwingi),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,NGUUTANI,Operational,No,No,No,No,,Yes,Yes,No
14778,Kaptel Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,CHESUMEI,chesumei,KAPTEL/KAMOIYWO,Operational,No,No,No,No,,Yes,Yes,No
16269,Kipingi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,NYATIKE,nyatike sub county,KACHIEN'G,Operational,No,No,No,No,,Yes,Yes,No
14068,Saradidi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,SIAYA,RARIEDA,rarieda,WEST ASEMBO,Operational,No,No,No,No,,Yes,Yes,No
12210,Kasunguni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KITUI,KITUI EAST,kitui east,VOO/KYAMATU,Operational,No,No,No,No,,Yes,Yes,No
12153,Kalimani Disensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,MATINYANI,Operational,No,No,No,No,,Yes,Yes,No
12161,Kamanyaki Health centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,THARAKA-NITHI,THARAKA,tharaka south,CHIAKAGIRA,Operational,No,No,No,No,,Yes,Yes,No
12666,Nkubu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,NKUENE,Operational,No,No,No,No,,Yes,Yes,No
12653,Ngoleni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,KATHIANI,kathiani,KATHIANI CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
12573,Mumbuni Dispensary (Mwingi),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,KITUI,MWINGI WEST,mwingi west,MIGWANI,Operational,No,No,No,No,,Yes,Yes,No
12214,Katalwa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,MIGWANI,Operational,No,No,No,No,,Yes,Yes,No
12689,Nzatani Dispensary (Mwingi),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KITUI,MWINGI WEST,mwingi west,MIGWANI,Operational,No,No,No,No,,Yes,Yes,No
11473,Kilibasi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,KINANGO,kinango,MWAVUMBO,Operational,No,No,No,No,,Yes,Yes,No
12268,Kea Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,NGUUTANI,Operational,No,No,No,No,,Yes,Yes,No
16354,Kapkei Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,MOIBEN,moiben,TEMBELIO,Operational,No,No,No,No,,Yes,Yes,No
12011,Enziu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KITUI,MWINGI CENTRAL,mwingi central,WAITA,Operational,No,No,No,No,,Yes,Yes,No
15324,Ndarugu (PCEA) Dispensary,,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,4,0,NAKURU,NAKURU TOWN WEST,nakuru east,SHAABAB,Operational,No,No,No,No,,Yes,Yes,No
12541,Mosa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI RURAL,kitui rural,KISASI,Operational,No,No,No,No,,Yes,Yes,No
12617,Muyuni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,MUI,Operational,No,No,No,No,,Yes,Yes,No
12578,Muono Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,WAITA,Operational,No,No,No,No,,Yes,Yes,No
10647,Kutus Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,MWEA,kirinyaga south,NYANGUTI,Operational,No,No,No,No,,Yes,Yes,No
11984,Dallas Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,KIRIMARI,Operational,No,No,No,No,,Yes,Yes,No
16366,Nakwijit Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KACHELIBA,pokot north,KODICH,Operational,No,No,No,No,,Yes,Yes,No
13116,Nairobi West Men's Prison Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAIROBI,LANGATA,langata,NAIROBI WEST,Operational,No,No,No,No,,Yes,Yes,No
12469,Mango Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MWALA,mwala,MAKUTANO/MWALA,Operational,No,No,No,No,,Yes,Yes,No
11799,Siu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,LAMU,LAMU WEST,lamu west,SHELLA,Operational,No,No,No,No,,Yes,Yes,No
13814,Misesi Dispensary (Gucha),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOMACHOGE CHACHE,bomachoge chache,MAJOGE BASI,Operational,No,No,No,No,,Yes,Yes,No
14060,Rota Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,KISUMU WEST,kisumu west,SOUTH WEST KISUMU,Operational,No,No,No,No,,Yes,Yes,No
13295,Athibohol Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR WEST,wajir west,HADADO/ATHIBOHOL,Operational,No,No,No,No,,Yes,Yes,No
13525,China Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,ITIBO,Operational,No,No,No,No,,Yes,Yes,No
16434,Katheka Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU EAST,Operational,No,No,No,No,,Yes,Yes,No
12808,Tulimani Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,2,MAKUENI,MBOONI,mbooni,TULIMANI,Operational,No,No,No,No,,Yes,Yes,No
12211,Kasyala Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,KITUI,KITUI CENTRAL,kitui central,KYANGWITHYA EAST,Operational,No,No,No,No,,Yes,Yes,No
12225,Kathangariri Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,NGINDA,Operational,No,No,No,No,,Yes,Yes,No
12389,Kula Mawe Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,ISIOLO,ISIOLO SOUTH,garbatulla,KINNA,Operational,No,No,Yes,No,,Yes,Yes,No
13434,Saretho Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,GARISSA,DAADAB,dadaab,DERTU,Operational,No,No,No,No,,Yes,Yes,No
12353,Kithegi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,KITHIMU,Operational,No,No,No,No,,Yes,Yes,No
12095,Itabua Police Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,MBETI NORTH,Operational,No,No,No,No,,Yes,Yes,No
10765,St Mulumba Mission Hospital,,Level 4,Primary care hospitals,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,80,0,KIAMBU,THIKA TOWN,thika town,KAMENU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13537,Ebiosi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOBASI,bobasi,NYACHEKI,Operational,No,No,No,No,,Yes,Yes,No
14000,Othach Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,SIAYA,BONDO,bondo,WEST SAKWA,Operational,No,No,No,No,,Yes,Yes,No
13651,Kambajo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SIAYA,BONDO,bondo,WEST SAKWA,Operational,No,No,No,No,,Yes,Yes,No
13868,Nyachenge Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOBASI,bobasi,MASIGE WEST,Operational,No,No,No,No,,Yes,Yes,No
13938,Nyansira Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,NYARIBARI CHACHE,nyaribari chache,BIRONGO,Operational,No,No,No,No,,Yes,Yes,No
16313,Buruburu Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA EAST,mandera east,TOWNSHIP,Operational,No,No,No,No,,Yes,Yes,No
13961,Ogam Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SIAYA,BONDO,bondo,YIMBO EAST,Operational,No,No,No,No,,Yes,Yes,No
12049,GK Prison Dispensary (Meru),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,No,No,,Yes,Yes,No
12602,Mutituni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MACHAKOS TOWN,machakos,MUTITUNI,Operational,No,No,No,No,,Yes,Yes,No
11985,Dambalafachana Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,OBBU,Operational,No,No,No,No,,Yes,Yes,No
16217,Merille Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,LAISAMIS,laisamis,LAISAMIS,Operational,No,No,No,No,,Yes,Yes,No
