id,code,name,keph_level,facility_type,owner,regulatory_body,beds,cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,approved,public_visible,closed
5879,11590,Mbuguni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,MATUGA,matuga,TSIMBA GOLINI,Operational,No,No,No,No,Yes,Yes,No
5880,14668,Kamara Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,KURESOI NORTH,kuresoi north,KAMARA,Operational,No,No,No,No,Yes,Yes,No
5881,10582,Kiganjo Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,NYERI,NYERI TOWN,nyeri central,KIGANJO/MATHARI,Operational,No,No,No,No,Yes,Yes,No
5882,13796,Mawere Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SIAYA,BONDO,bondo,NORTH SAKWA,Operational,No,No,No,No,Yes,Yes,No
5883,11083,Tambaya Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,MUKURWEINI,mukurweini,MUKURWE-INI WEST,Operational,No,No,No,No,Yes,Yes,No
5884,13092,Ministry of Education (Moest) VCT Centre,Level 2,VCT,Public Institution,Other,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,No,No,Yes,Yes,No
5885,10851,New Mawingu Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OL KALOU,olkalou,KARAU,Operational,No,No,No,No,Yes,Yes,No
5886,12337,Kirogine Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,ABOGETA EAST,Operational,No,No,No,No,Yes,Yes,No
5887,14879,Kimoning Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,MOIBEN,moiben,TEMBELIO,Operational,No,No,No,No,Yes,Yes,No
5888,14536,Grassland Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,TRANS NZOIA,SABOTI,saboti,MATISI,Operational,No,No,No,No,Yes,Yes,No
5889,15435,Oltiasika Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KAJIADO,KAJIADO SOUTH,loitokitok,KUKU,Operational,Yes,No,Yes,No,Yes,Yes,No
5890,12181,Kanyakine District Hospital,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,72,2,MERU,SOUTH IMENTI,imenti south,ABOGETA EAST,Operational,Yes,No,Yes,No,Yes,Yes,No
5891,13583,God Kwer Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,MIGORI,SUNA WEST,suna west sub county,WIGA,Operational,Yes,No,Yes,No,Yes,Yes,No
5892,16656,Mathunzini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,NGUUTANI,Operational,No,No,No,No,Yes,Yes,No
5893,12792,Thaana Nzau Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,KYOME/THAANA,Operational,No,No,No,No,Yes,Yes,No
5894,13886,Nyakwana Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,NYARIBARI CHACHE,nyaribari chache,KIOGORO,Operational,No,No,No,No,Yes,Yes,No
5895,12600,Mutitu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MACHAKOS,KATHIANI,kathiani,KATHIANI CENTRAL,Operational,No,No,No,No,Yes,Yes,No
5896,13825,Moticho Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KISII,SOUTH MUGIRANGO,south mugirango,MOTICHO,Operational,Yes,No,Yes,No,Yes,Yes,No
5897,12096,Ithaeni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MACHAKOS,KATHIANI,kathiani,LOWER KAEWA/KAANI,Operational,No,No,No,No,Yes,Yes,No
5898,12421,Kyusyani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,KYOME/THAANA,Operational,No,No,No,No,Yes,Yes,No
5899,12571,Mumbuni Dispensary (Makueni),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,5,5,MAKUENI,MAKUENI,makueni,MUVAU/KIKUMINI,Operational,No,No,No,No,Yes,Yes,No
5900,16246,Mbondoni Dispensary (Mwingi),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,KYOME/THAANA,Operational,No,No,No,No,Yes,Yes,No
5901,13948,Nyenye Misori Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SIAYA,BONDO,bondo,WEST YIMBO,Operational,No,No,No,No,Yes,Yes,No
5902,12191,Kanzokea Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,MAKUENI,MAKUENI,makueni,KITISE/KITHUKI,Operational,No,No,No,No,Yes,Yes,No
5903,11368,Eshu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,MSAMBWENI,msambweni,RAMISI,Operational,No,No,No,No,Yes,Yes,No
5904,11684,Mwaluphamba Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,MATUGA,matuga,MKONGANI,Operational,No,No,No,No,Yes,Yes,No
5905,11547,Makanzani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,RABAI,rabai,RURUMA,Operational,No,No,No,No,Yes,Yes,No
5906,15686,Sunrise Evans Hospital,Level 4,Primary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Institution,60,4,NAKURU,RONGAI,rongai,MENENGAI WEST,Operational,Yes,No,Yes,No,Yes,Yes,No
5907,10807,Mwea Medical Laboratory,Level 2,Laboratory,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KIRINYAGA,MWEA,kirinyaga south,TEBERE,Operational,No,No,No,No,Yes,Yes,No
5908,13697,Kionyo Sub County Hospital,Level 3,Primary care hospitals,Ministry of Health,Ministry of Health,12,1,KISII,BOBASI,bobasi,MASIGE EAST,Operational,Yes,Yes,No,Yes,Yes,Yes,No
5909,10922,Othaya Sub-District Hospital,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,77,1,NYERI,Nyeri South,nyeri south,IRIA-INI,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
5910,12155,Kalitini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,MUI,Operational,No,No,No,No,Yes,Yes,No
5911,12567,Mulangoni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,2,KITUI,MWINGI NORTH,mwingi north,TSEIKURU,Operational,No,No,No,No,Yes,Yes,No
5912,15206,Moiben Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,UASIN GISHU,MOIBEN,moiben,MOIBEN,Operational,Yes,No,Yes,No,Yes,Yes,No
5913,12435,Lundi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,MUI,Operational,No,No,No,No,Yes,Yes,No
5914,12857,Yumbu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,MUI,Operational,No,No,No,No,Yes,Yes,No
5915,15892,GK Prisons Dispensary (Kakamega Central),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,LURAMBI,lurambi,SHIRERE,Operational,No,No,No,No,Yes,Yes,No
5916,14022,Rachuonyo District Hospital,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,67,1,HOMA BAY,KASIPUL,kasipul,SOUTH KASIPUL,Operational,Yes,No,Yes,No,Yes,Yes,No
5917,12393,Kwa Mulungu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,KWAMUTONGA/KITHUMULA,Operational,No,No,No,No,Yes,Yes,No
5918,13639,Kabuto Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MIGORI,NYATIKE,nyatike sub county,NORTH KADEM,Operational,Yes,No,Yes,No,Yes,Yes,No
5919,11784,Shella Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,LAMU,LAMU WEST,lamu west,SHELLA,Operational,No,No,No,No,Yes,Yes,No
5920,12837,Vyulya Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MWALA,mwala,MAKUTANO/MWALA,Operational,No,No,No,No,Yes,Yes,No
5921,12807,Tulila Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MWALA,mwala,KIBAUNI,Operational,No,No,No,No,Yes,Yes,No
5922,16504,Kibirigwi Laboratory,Level 2,Laboratory,Private Enterprise (Institution),"Kenya Medical Laboratory, Tech & Technologists Board",0,0,KIRINYAGA,NDIA,kirinyaga west,KIINE,Operational,No,No,No,No,Yes,Yes,No
5923,14225,Bangii Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAKURU,BAHATI,nakuru north,KIAMAINA,Operational,No,No,No,No,Yes,Yes,No
5924,13780,Masala Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,SIAYA,RARIEDA,rarieda,NORTH UYOMA,Operational,No,No,No,No,Yes,Yes,No
5925,12220,Kathama Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MACHAKOS,MWALA,mwala,MBIUNI,Operational,No,No,No,No,Yes,Yes,No
5926,14164,Usigu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,SIAYA,BONDO,bondo,YIMBO EAST,Operational,No,No,No,No,Yes,Yes,No
5927,13931,Nyanko Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,NYARIBARI CHACHE,nyaribari chache,BOBARACHO,Operational,No,No,No,No,Yes,Yes,No
5928,13945,Nyatike Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,5,KISII,SOUTH MUGIRANGO,south mugirango,TABAKA,Operational,Yes,No,Yes,No,Yes,Yes,No
5929,12180,Kanyaa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,KYOME/THAANA,Operational,No,No,No,No,Yes,Yes,No
5930,12099,Itongolani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,KIOMO/KYETHANI,Operational,No,No,No,No,Yes,Yes,No
5931,12495,Mavui Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,KYOME/THAANA,Operational,No,No,No,No,Yes,Yes,No
5932,11689,Mwangatini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,MAGARINI,magarini,MARAFA,Operational,No,No,Yes,No,Yes,Yes,No
5933,10653,Lamuria Dispensary (Nyeri North),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,KIENI,kieni west,MUGUNDA,Operational,No,No,No,No,Yes,Yes,No
5934,14317,Chembulet Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,UASIN GISHU,MOIBEN,moiben,TEMBELIO,Operational,No,No,No,No,Yes,Yes,No
5935,12104,Ivuusya Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,NGUNI,Operational,No,No,No,No,Yes,Yes,No
5936,12619,Mwambiu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,NUU,Operational,No,No,No,No,Yes,Yes,No
5937,12556,Mui Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,MUI,Operational,No,No,No,No,Yes,Yes,No
5938,12436,Maai Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,NGUNI,Operational,No,No,No,No,Yes,Yes,No
5939,12798,Thitha Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,KIVOU,Operational,No,No,No,No,Yes,Yes,No
5940,16247,Musukini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,Operational,No,No,No,No,Yes,Yes,No
5941,16055,Emutsesa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,KHWISERO,khwisero,KISA CENTRAL,Operational,No,No,No,No,Yes,Yes,No
5942,12396,Kwa Vonza Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,8,0,KITUI,KITUI RURAL,kitui rural,KWAVONZA/YATTA,Operational,No,No,No,No,Yes,Yes,No
5943,13996,Osingo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MIGORI,URIRI,urir sub county,NORTH KANYAMKAGO,Operational,No,No,No,No,Yes,Yes,No
5944,16234,Miathene District Hospital,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,42,0,MERU,TIGANIA WEST,tigania west,KIANJAI,Operational,Yes,No,Yes,No,Yes,Yes,No
5945,16660,Nderema Dispensary,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,2,0,NYAMIRA,BORABU,borabu,ESISE,Operational,No,No,No,No,Yes,Yes,No
5946,13667,Kendu Adventist Hospital,Level 4,Primary care hospitals,Christian Health Association of Kenya,Kenya MPDB - Institution,160,31,HOMA BAY,KARACHUONYO,karachuonyo,NORTH KARACHUONYO,Operational,Yes,No,Yes,No,Yes,Yes,No
5947,11952,Bori Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,BUTIYE,Operational,No,No,No,No,Yes,Yes,No
5948,11558,Mamba Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,LUNGA LUNGA,lunga lunga,DZOMBO,Operational,No,No,No,No,Yes,Yes,No
5949,12276,Kiangini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,2,MAKUENI,MAKUENI,makueni,KATHONZWENI,Operational,No,No,No,No,Yes,Yes,No
5950,16254,Kyuasini Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,6,MAKUENI,KAITI,Kaiti,UKIA,Operational,No,No,No,No,Yes,Yes,No
5951,12404,Kyambeke Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,10,2,MAKUENI,KAITI,Kaiti,ILIMA,Operational,No,No,No,No,Yes,Yes,No
5952,13330,Dugo Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR NORTH,wajir north,GODOMA,Operational,Yes,No,Yes,No,Yes,Yes,No
5953,15070,Lolminingai Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,EMGWEN,emgwen,KILIBWONI,Operational,Yes,No,No,No,Yes,Yes,No
5954,16435,Mukunike Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,KANGUNDO,kangundo,KANGUNDO WEST,Operational,No,No,No,No,Yes,Yes,No
5955,12652,Ngiluni Dispensary (Kitui),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI RURAL,kitui rural,KISASI,Operational,No,No,No,No,Yes,Yes,No
5956,14408,Dr Gacheru Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,LAIKIPIA,LAIKIPIA EAST,laikipia east,NANYUKI,Operational,No,No,No,No,Yes,Yes,No
5957,15920,Kanganga Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,Cheptais,CHEPTAIS,Operational,No,No,No,No,Yes,Yes,No
5958,15923,Kapsambu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,Cheptais,KAPKATENY,Operational,No,No,No,No,Yes,Yes,No
5959,14335,Chepkanga Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,MOIBEN,moiben,KARUNA/MEIBEKI,Operational,Yes,No,Yes,No,Yes,Yes,No
5960,15289,Nakuru War Memorial Hospital,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,36,12,NAKURU,NAKURU TOWN EAST,nakuru east,BIASHARA,Operational,Yes,No,Yes,No,Yes,Yes,No
5961,10516,Kenya Nut Company Dispensary,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Other,0,0,KIAMBU,THIKA TOWN,thika town,KAMENU,Operational,No,No,No,No,Yes,Yes,No
5962,12732,Mitaboni Mission Dispensary,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Institution,0,0,MACHAKOS,KATHIANI,kathiani,MITAMBONI,Operational,Yes,No,Yes,No,Yes,Yes,No
5963,13699,Kiptenden Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,2,0,NYAMIRA,BORABU,borabu,MEKENENE,Operational,No,No,No,No,Yes,Yes,No
5964,10424,Kahuho Private Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KABETE,kabete,MUGUGA,Operational,No,No,Yes,No,Yes,Yes,No
5965,10967,Ruera Estate Dispensary,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Kenya MPDB - Institution,0,0,KIAMBU,JUJA,juja,THETA,Operational,No,No,No,No,Yes,Yes,No
5966,12956,Githurai Medical Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,No,No,No,Yes,Yes,No
5967,13754,Magura Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,1,0,NYAMIRA,BORABU,borabu,MEKENENE,Operational,No,No,No,No,Yes,Yes,No
5968,12955,Giovanna Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,No,No,No,Yes,Yes,No
5969,12937,Family Care Clinic Kasarani,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,No,No,No,Yes,Yes,No
5970,14378,Cherangan Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KACHELIBA,pokot north,KODICH,Operational,No,No,No,No,Yes,Yes,No
5971,13596,Guru Nanak Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KISUMU,KISUMU CENTRAL,kisumu central,MARKET MILIMANI,Operational,No,No,No,No,Yes,Yes,No
5972,13677,Keritor Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,2,0,NYAMIRA,BORABU,borabu,MEKENENE,Operational,No,No,No,No,Yes,Yes,No
5973,11529,Mabati Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Other,0,0,KILIFI,KALOLENI,kaloleni,MARIAKANI,Operational,No,No,No,No,Yes,Yes,No
5974,13035,Kisembo Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,KIBRA,kibera,LINDI,Operational,No,No,No,No,Yes,Yes,No
5975,10517,Kenya Police College Dispensary,Level 2,Dispensaries and clinic-out patient only,Public Institution,Other,0,0,NYERI,NYERI TOWN,nyeri central,KIGANJO/MATHARI,Operational,No,No,No,No,Yes,Yes,No
5976,10667,Mabroukie Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KIAMBU,LIMURU,limuru,LIMURU EAST,Operational,Yes,No,Yes,No,Yes,Yes,No
5977,12884,Biafra Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Pharmacy & Poisons Board,0,0,NAIROBI,KAMUKUNJI,kamukunji,CALIFORNIA,Operational,No,No,Yes,No,Yes,Yes,No
5978,15288,Nakuru Provincial General Hospital (PGH),Level 5,Comprehensive Teaching &Referral,Ministry of Health,Ministry of Health,588,68,NAKURU,NAKURU TOWN EAST,nakuru west,LONDON,Operational,No,No,No,No,Yes,Yes,No
5979,16744,Kisasi Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,KITUI,KITUI RURAL,kitui rural,KISASI,Operational,No,No,No,No,Yes,Yes,No
